"HoC","1",1,1,"I","-PRON-","PRON",""
"HoC","1",1,2,"have","have","VERB",""
"HoC","1",1,3,"to","to","PART",""
"HoC","1",1,4,"acquaint","acquaint","VERB",""
"HoC","1",1,5,"the","the","DET",""
"HoC","1",1,6,"House","House","PROPN","ORG_B"
"HoC","1",1,7,"that","that","ADP",""
"HoC","1",1,8,"this","this","DET",""
"HoC","1",1,9,"House","House","PROPN","ORG_B"
"HoC","1",1,10,"has","have","VERB",""
"HoC","1",1,11,"this","this","DET","DATE_B"
"HoC","1",1,12,"day","day","NOUN","DATE_I"
"HoC","1",1,13,"attended","attend","VERB",""
"HoC","1",1,14,"Her","-PRON-","DET",""
"HoC","1",1,15,"Majesty","Majesty","PROPN",""
"HoC","1",1,16,"in","in","ADP",""
"HoC","1",1,17,"the","the","DET","ORG_B"
"HoC","1",1,18,"House","House","PROPN","ORG_I"
"HoC","1",1,19,"of","of","ADP","ORG_I"
"HoC","1",1,20,"Peers","Peers","PROPN","ORG_I"
"HoC","1",1,21,",",",","PUNCT",""
"HoC","1",1,22,"and","and","CCONJ",""
"HoC","1",1,23,"that","that","ADP",""
"HoC","1",1,24,"Her","-PRON-","DET",""
"HoC","1",1,25,"Majesty","Majesty","PROPN",""
"HoC","1",1,26,"was","be","VERB",""
"HoC","1",1,27,"pleased","pleased","ADJ",""
"HoC","1",1,28,"to","to","PART",""
"HoC","1",1,29,"make","make","VERB",""
"HoC","1",1,30,"a","a","DET",""
"HoC","1",1,31,"Most","most","ADV",""
"HoC","1",1,32,"Gracious","Gracious","PROPN","PERSON_B"
"HoC","1",1,33,"Speech","Speech","PROPN","PERSON_I"
"HoC","1",1,34,"from","from","ADP",""
"HoC","1",1,35,"the","the","DET",""
"HoC","1",1,36,"Throne","throne","NOUN",""
"HoC","1",1,37,"to","to","ADP",""
"HoC","1",1,38,"both","both","DET",""
"HoC","1",1,39,"Houses","Houses","PROPN","ORG_B"
"HoC","1",1,40,"of","of","ADP","ORG_I"
"HoC","1",1,41,"Parliament","Parliament","PROPN","ORG_I"
"HoC","1",1,42,",",",","PUNCT",""
"HoC","1",1,43,"of","of","ADP",""
"HoC","1",1,44,"which","which","DET",""
"HoC","1",1,45,"I","-PRON-","PRON",""
"HoC","1",1,46,"have","have","VERB",""
"HoC","1",1,47,",",",","PUNCT",""
"HoC","1",1,48,"for","for","ADP",""
"HoC","1",1,49,"greater","great","ADJ",""
"HoC","1",1,50,"accuracy","accuracy","NOUN",""
"HoC","1",1,51,",",",","PUNCT",""
"HoC","1",1,52,"obtained","obtain","VERB",""
"HoC","1",1,53,"a","a","DET",""
"HoC","1",1,54,"copy","copy","NOUN",""
"HoC","1",1,55,".",".","PUNCT",""
"HoC","1",2,1,"I","-PRON-","PRON",""
"HoC","1",2,2,"shall","shall","VERB",""
"HoC","1",2,3,"direct","direct","VERB",""
"HoC","1",2,4,"that","that","ADP",""
"HoC","1",2,5,"the","the","DET",""
"HoC","1",2,6,"terms","term","NOUN",""
"HoC","1",2,7,"of","of","ADP",""
"HoC","1",2,8,"the","the","DET",""
"HoC","1",2,9,"Gracious","Gracious","PROPN",""
"HoC","1",2,10,"Speech","Speech","PROPN",""
"HoC","1",2,11,"be","be","VERB",""
"HoC","1",2,12,"printed","print","VERB",""
"HoC","1",2,13,"in","in","ADP",""
"HoC","1",2,14,"the","the","DET","ORG_B"
"HoC","1",2,15,"Votes","Votes","PROPN","ORG_I"
"HoC","1",2,16,"and","and","CCONJ","ORG_I"
"HoC","1",2,17,"Proceedings","Proceedings","PROPN","ORG_I"
"HoC","1",2,18,".",".","PUNCT",""
"HoC","1",3,1,"Copies","copy","NOUN",""
"HoC","1",3,2,"are","be","VERB",""
"HoC","1",3,3,"available","available","ADJ",""
"HoC","1",3,4,"in","in","ADP",""
"HoC","1",3,5,"the","the","DET","ORG_B"
"HoC","1",3,6,"Vote","Vote","PROPN","ORG_I"
"HoC","1",3,7,"Office","Office","PROPN","ORG_I"
"HoC","1",3,8,".",".","PUNCT",""
"HoC","1",4,1,"The","the","DET","GPE_B"
"HoC","1",4,2,"Gracious","Gracious","PROPN","GPE_I"
"HoC","1",4,3,"Speech","Speech","PROPN","GPE_I"
"HoC","1",4,4,"was","be","VERB",""
"HoC","1",4,5,"as","as","ADP",""
"HoC","1",4,6,"follows","follow","VERB",""
"HoC","1",4,7,":",":","PUNCT",""
"HoC","1",5,1,"My","-PRON-","DET",""
"HoC","1",5,2,"Lords","Lords","PROPN",""
"HoC","1",5,3,"and","and","CCONJ",""
"HoC","1",5,4,"Members","member","NOUN",""
"HoC","1",5,5,"of","of","ADP",""
"HoC","1",5,6,"the","the","DET","ORG_B"
"HoC","1",5,7,"House","House","PROPN","ORG_I"
"HoC","1",5,8,"of","of","ADP","ORG_I"
"HoC","1",5,9,"Commons","Commons","PROPN","ORG_I"
"HoC","1",6,1,"I","-PRON-","PRON",""
"HoC","1",6,2,"look","look","VERB",""
"HoC","1",6,3,"forward","forward","ADV",""
"HoC","1",6,4,"with","with","ADP",""
"HoC","1",6,5,"much","much","ADJ",""
"HoC","1",6,6,"pleasure","pleasure","NOUN",""
"HoC","1",6,7,"to","to","ADP",""
"HoC","1",6,8,"a","a","DET",""
"HoC","1",6,9,"visit","visit","NOUN",""
"HoC","1",6,10,"by","by","ADP",""
"HoC","1",6,11,"Her","-PRON-","DET",""
"HoC","1",6,12,"Majesty","Majesty","PROPN",""
"HoC","1",6,13,"Queen","Queen","PROPN",""
"HoC","1",6,14,"Beatrix","Beatrix","PROPN",""
"HoC","1",6,15,"of","of","ADP",""
"HoC","1",6,16,"the","the","DET",""
"HoC","1",6,17,"Netherlands","Netherlands","PROPN","GPE_B"
"HoC","1",6,18,"as","as","ADP",""
"HoC","1",6,19,"part","part","NOUN",""
"HoC","1",6,20,"of","of","ADP",""
"HoC","1",6,21,"the","the","DET",""
"HoC","1",6,22,"celebrations","celebration","NOUN",""
"HoC","1",6,23,"of","of","ADP",""
"HoC","1",6,24,"the","the","DET",""
"HoC","1",6,25,"William","William","PROPN","PERSON_B"
